# FORM			LEMMA			UPOS		UFEATS						MISC			URL
chachalcatihuitz	chachalca		VERB		_						Aux=huitz								https://nahuatl.wired-humanities.org/content/chachalca
oniyazque		ya			VERB		_						_									_
ontlamacehuato		tlamacehua		VERB		_						_									https://nahuatl.wired-humanities.org/content/tlamacehua
Tlalxictentica		Tlalxictentica		PROPN		_						_									_
tlacuele		tlacuele		ADV		_						_									https://nahuatl.wired-humanities.org/content/tlacuele	
compiloa		piloa			VERB		_						_									https://nahuatl.wired-humanities.org/content/piloa
quiicahuia		icahuia			VERB		_						_									https://nahuatl.wired-humanities.org/content/icahuia
cuiyatl			cuiyatl			NOUN		_						_									https://nahuatl.wired-humanities.org/content/cuiyatl
calcuiyatl		calcuiyatl		NOUN		_						Split=cal·cuiyatl							_
quechtepoltic		quechtepoltic		ADJ		_						_									_
quechcotoctic		quechcotoctic		ADJ		_						_									_
tecuantlacualtin	tecuantlacual		NOUN		_						Split=tecuan·tlacualtin|Gloss=comida.de.animales			_
intlamacehuayan		tlamacehuayan		NOUN		_						Locative=Yes|Gloss=su.lugar.de.penitencia				_
tlamacehuayan		tlamacehuayan		NOUN		_						Locative=Yes|Gloss=lugar.de.penitencia					_
inmahuizcuiyan		mahuizcuiyan		NOUN		_						Locative=Yes								_
icuitlacaxiuhiyan	cuitlacaxiuhiyan	NOUN		_						Locative=Yes								_
icotzco			cotztli			NOUN		_						Locative=Yes|Root=cotz							_
inextitlan		nextitlan		NOUN		_						Locative=Yes|Split=inex·titlan|Gloss=su.hogar				_
itlecuillan		tlecuillan		NOUN		_						Locative=Yes|Split=itlecuil·lan|Gloss=su.hogar				_
cuilonpol		cuilonpol		NOUN		_						Gloss=sodomita|Root=cuiloni						_
calipan			calipan			NOUN		_						Locative=Yes|Split=cal·ipan|Gloss=en.la.casa				_	
iyomotlan		yomotlantli		NOUN		_						Gloss=su.costado							https://nahuatl.wired-humanities.org/content/yomotlantli
ayauhcozamalotl		ayauhcozamalotl		NOUN		_						Gloss=arcoíris								https://nahuatl.wired-humanities.org/content/ayauhcozamalotl
oztomeca		oztomecatl		NOUN		_						Gloss=comerciante							https://nahuatl.wired-humanities.org/content/oztomecatl
temiquiztemachiani	miquiztemachiani	NOUN		_						Gloss=quién.quiere.la.muerte.de.alguien|Split=temiquiz·temachtiani	_
oquichyotl		oquichyotl		NOUN		_						Gloss=valor								_
itzonquen		tzonquen		NOUN		_						Gloss=cabello.largo							_
totla			tlatzintli		NOUN		_						Gloss=nuestros.tíos							_
totlah			tlatzintli		NOUN		_						Gloss=nuestros.tíos							_
itzin			tzintli			NOUN		_						Gloss=su.base								https://nahuatl.wired-humanities.org/content/tzintli
itzitzin		tzintli			NOUN		_						Gloss=su.base								https://nahuatl.wired-humanities.org/content/tzintli
quitlacatocayotiaya	tlacatocayotia		VERB		_						Gloss=le.llamaba.su.nombre.como.hombre|Incorp[adv]=tlaca		https://nahuatl.wired-humanities.org/content/tocayotia
quinchoquiztlapaloa	choquiztlapaloa		VERB		_						Gloss=les.saluda.con.llágrimas|Incorp[adv]=choquiz			_
quitetemotinemi		tetemoa			VERB		_						Aux=nemi								_
quitepitzilacatzoa	tepitzilacatzoa		VERB		_						Incorp[adv]=tepitz|Root=ilacatzoa					_
quiteopoa		teopoa			VERB		_						Gloss=lo.afiga								https://nahuatl.wired-humanities.org/content/teopoa
quiquiquimiloa		quiquimiloa		VERB		_						Gloss=lo.enmanta							https://nahuatl.wired-humanities.org/content/quimiloa
quiquinacatiuh		quiquinaca		VERB		_						_									https://nahuatl.wired-humanities.org/content/quiquinaca
quihualmochiyeltia	chieltia		VERB		_						Gloss=lo.espera.sin.miedo						https://nahuatl.wired-humanities.org/content/chieltia
quintlatlacolnamictiz	tlatlacolnamictia	VERB		_						Incorp[obj]=tlatlacol|Root=namictia|Split=quintlatlacol·namictiz	_
quintlatlazaltizque	tlatlazaltia		VERB		_						Gloss=los.asaltarán							https://nahuatl.wired-humanities.org/content/tlatlazaltia
quintlanamohuelizque	tlanamohuelia		VERB		_						_									_
quintlacuicuilizque	tlacuicuilia		VERB		_						Gloss=los.roba								https://nahuatl.wired-humanities.org/content/tlacuicuilia
quimotetzahuiaya	tetzahuia		VERB		_						_									https://nahuatl.wired-humanities.org/content/tetzahuia
quinmonamaquiliz	namaquilia		VERB		_						_									https://nahuatl.wired-humanities.org/content/namaquiliā
quimattihui		mati			VERB		_						_									_
quimamattihui		mamati			VERB		_						Root=mati								_
quihtotica		ihtoa			VERB		_						Aux=ca									https://nahuatl.wired-humanities.org/content/itoa
quihueyipoloa		hueyipoloa		VERB		_						Incorp[obj]=hueyi|Root=poloa						_
quitlallacuilhuia	tlallacuilhuia		VERB		_						Incorp[adv]=tlal|Root=tlacuilhuia					_
tocommahuizoz		mahuizoa		VERB		_						_									https://nahuatl.wired-humanities.org/content/mahuizoa
nocommahuizo		mahuizoa		VERB		_						_									https://nahuatl.wired-humanities.org/content/mahuizoa
quimahuizotihui		mahuizoa		VERB		_						_									https://nahuatl.wired-humanities.org/content/mahuizoa
tlamahuizoloz		mahuizoa		VERB		_						_									https://nahuatl.wired-humanities.org/content/mahuizoa
tlamahuizoz		mahuizoa		VERB		_						_									https://nahuatl.wired-humanities.org/content/mahuizoa
titlamahuizoz		mahuizoa		VERB		_						_									https://nahuatl.wired-humanities.org/content/mahuizoa
caquiztia		caqui			VERB		Subcat=Intr					_									_
mocaqui			caqui			VERB		_						_									_
quicaqui		caqui			VERB		_						_									_
cacoya			caqui			VERB		_						_									_
concaqui		caqui			VERB		_						_									_
quicaquiya		caqui			VERB		_						_									https://nahuatl.wired-humanities.org/content/caqui
yoyoliton		yoyoliton		NOUN		_						Gloss=insecto|Root=yoyoli						_
cintanaton		cintanaton		NOUN		_						_									_
centlapachton		centlapachton		NOUN		_						_									_
titocuitihuetzi		cui			VERB		_						Aux=huetzi								_
mamazouhtihuetzi	mamazohua		VERB		_						Aux=huetzi								https://nahuatl.wired-humanities.org/content/mamazohua
queleltia		elelti			VERB		_						_									_
onepatilo		pati			VERB		_						_									_
otechtoquilico		toquilia		VERB		_						_									_
oncuacuauhti		oncuacuauhti		VERB		_						_									_
onentlamattinenca	nentlamati		VERB		_						Aux=nemi								_
oelciciuhtinenca	elcicihui		VERB		_						Aux=nemi								https://nahuatl.wired-humanities.org/content/elcicihui
otomacehualtic		macehualtia		VERB		_						_									https://nahuatl.wired-humanities.org/content/macehualtia
onmociauhcanequi	ciauhcanequi		VERB		_						_									https://nahuatl.wired-humanities.org/content/ciauhcanequi
ompopolihui		popolihui		VERB		_						Root=polihui								_
onchicazque		chicha			VERB		_						Gloss=escupirán								https://nahuatl.wired-humanities.org/content/chicha
ontecuancualozque	tecuancua		VERB		_						Incorp[adv]=tecuan|Gloss=serán.comidos.por.animales			https://nahuatl.wired-humanities.org/content/cua
hualaquetza		aquetza			VERB		_						_									https://nahuatl.wired-humanities.org/content/aquetza-0
hualmoyolizcalia	izcalia			VERB		_						Incorp[obj]=yol								https://nahuatl.wired-humanities.org/content/izcalia
ommololoa		mololo			VERB		_						_									https://nahuatl.wired-humanities.org/content/mololo
omochiuhca		mochihua		VERB		_						_									https://nahuatl.wired-humanities.org/content/mochihua
nemauhtiaya		mauhtia			VERB		_						_									https://nahuatl.wired-humanities.org/content/mauhtia
onacxoyatlalito		acxoyatlalia		VERB		_						Incorp[obj]=acxoya							_
onmoteyotico		teyotia			VERB		_						_									https://nahuatl.wired-humanities.org/content/teyotia
oquiyolpachihuiti	yolpachihuitia		VERB		_						Incorp[adv]=yol								https://nahuatl.wired-humanities.org/content/yolpachihuitia
oquiyolpachiuhcayoti	yolpachihui		VERB		_						Incorp[adv]=yol								_
oquenteltzin		oquentel		ADV		_						_									_
oticmomacehui		macehuia		VERB		_						_									_
otlatetzcaliuhtimanca	tetzcalihui		VERB		_						_									https://nahuatl.wired-humanities.org/content/tetzcalihui
ohuetztoca		huetzi			VERB		_						_									_
mocayahua		cayahua			VERB		_						_									https://nahuatl.wired-humanities.org/content/cayahua
ticyeco			yecoa			VERB		_						_									_
tonalchicahuac		tonalchicahuac		NOUN		_						Split=tonal·chicahuac							_
tonalchicahuaque	tonalchicahuac		NOUN		_						Split=tonal·chicahuaque							_
xitlamattiuh		tlamati			VERB		_						_									_
tlamatiuh		tlamati			VERB		_						_									_
hueixtica		hueyiya			VERB		_						Aux=ca									_
itetzauh		tezahuitl		NOUN		_						Gloss=su.agüero								_
intetzauh		tezahuitl		NOUN		_						Gloss=su.agüero								_
tezahuitl		tezahuitl		NOUN		_						Gloss=agüero								_
tontochochoquilizque	chochoquilia		VERB		_						Root=choquilia								_
pilcac			pilca			VERB		_						_									https://nahuatl.wired-humanities.org/content/pilca
tioallaque		hualla			VERB		_						_									https://nahuatl.wired-humanities.org/content/hualla
tiquihtohuaya		ihtoa			VERB		_						_									https://nahuatl.wired-humanities.org/content/itoa
titomattoque		mati			VERB		_						_									_
tlacahuiyaque		tlacahuiyac		NOUN		_						Split=tlaca·huiyac							_
tlaocoya		tlaocoya		VERB		_						_									https://nahuatl.wired-humanities.org/content/tlaocoya
conchicha		chicha			VERB		_						_									https://nahuatl.wired-humanities.org/content/chicha
cochihua		cochi			VERB		_						_									_
nenquizaz		quiza			VERB		_						Incorp[adv]=nen									_
ipotocatoz		ipotoca			VERB		_						_									https://nahuatl.wired-humanities.org/content/ipotoca
coxontoz		coxoni			VERB		_						_									https://nahuatl.wired-humanities.org/content/coxoni
ielchiquiuh		elchiquihuitl		NOUN		_						Gloss=su.pecho								https://nahuatl.wired-humanities.org/content/elchiquihuitl
cotaloa			cotaloa			VERB		_						_									https://nahuatl.wired-humanities.org/content/cotaloa
cotalotica		cotaloa			VERB		_						Aux=ca									https://nahuatl.wired-humanities.org/content/cotaloa
tiquintonalehuaco	tonalehua		VERB		_						Incorp[adv]=tonal							_
tiquintzonteconacocuico	tzonteconacocui		VERB		_						Incorp[obj]=tzontecon							_
molontica		moloni			VERB		_						_									_
mixehuaya		ixehua			VERB		_						_									https://nahuatl.wired-humanities.org/content/ixehua
yollatlapalihui		yollatlapalihui		NOUN		_						Split=yol·latlapalihui							_
tiquinteyotico		teyotia			VERB		_						_									https://nahuatl.wired-humanities.org/content/teyotia
connequilia		nequilia		VERB		_						_									https://nahuatl.wired-humanities.org/content/nequilia
contlahtolchichihuiliz	tlahtolchichihuila	VERB		_						Incorp[obj]=tlahtol|Root=chichihuilia					_
contlahtollaquiliz	tlahtollaquilia		VERB		_						Incorp[obj]=tlahtol							_
teyollitlacoa		yollitlacoa		VERB		_						Incorp[obj]=yolli							_
natlitiaz		atlitia			VERB		_						_									_
quimatlitia		atlitia			VERB		_						_									_
nicnomahuitiuh		mahuia			VERB		_						_									https://nahuatl.wired-humanities.org/content/nomahuia
Tlalxictentica		Tlalxictentica		PROPN		_						_									_
nictlatitiuh		tlatia			VERB		_						_									https://nahuatl.wired-humanities.org/content/tlatia
mehuiltitica		ehuiltitica		VERB		_						Gloss=está.sentado							https://nahuatl.wired-humanities.org/content/ehuiltitica
ticmattihui		mati			VERB		_						_									_
tlatlapitzahua		tlahtlapitza		VERB		_						_									_
timiquico		miqui			VERB		_						Gloss=venimos.a.morir							_
tomiyo			omitl			NOUN		_						Gloss=nuestros.huesos							_
minecui			inecui			VERB		_						_									_
onotiuh			ono			VERB		_						_									_
onoque			onoc			VERB		_						_									_
momauhtiani		mauhtia			VERB		_						_									_
tlanauhtihui		tlanahui		VERB		_						Gloss=empeora								https://nahuatl.wired-humanities.org/content/tlanahui
teahuaya		ahua			VERB		_						_									https://nahuatl.wired-humanities.org/content/ahua
momimilotiuh		mimiloa			VERB		_						_									_
necuitihuecho		cuitihuetzi		VERB		_						_									_
netlacmauhtilo		tlacmauhtia		VERB		_						_									https://nahuatl.wired-humanities.org/content/tlacmauhtia
ticuacecepoca		cuacecepoca		VERB		_						_									https://nahuatl.wired-humanities.org/content/cuacecepoca-1
mizo			izo			VERB		_						Gloss=se.sangra								https://nahuatl.wired-humanities.org/content/izo
acazo			acazo			ADV		_						Gloss=quizá								_
acazomo			acazomo			ADV		_						Gloss=quizá.no								https://nahuatl.wired-humanities.org/content/acazomo
nicia			cia			VERB		_						_									_
mopotza			potza			VERB		_						_									_
mozticacalatza		mozticacalatza		VERB		_						AltPos=NOUN								https://nahuatl.wired-humanities.org/content/mozticacalatza
nonoquiuhtoz		noquihui		VERB		_						_									https://nahuatl.wired-humanities.org/content/noquihui
onmocenmololoa		ololoa			VERB		_						Incorp[adv]=cen								_
yoac			yohuac			ADV		_						Locative=Yes|Root=yohual						_
yoac			yohua			VERB		_						_									_
oyohuac			yohua			VERB		_						_									_
tlaxo			tlaza			VERB		_						_									https://nahuatl.wired-humanities.org/content/tlaza
toyezque		cah			VERB		_						_									_
tocniuhtze		icniuhtli		NOUN		_						Gloss=O.nuestro.amigo							https://nahuatl.wired-humanities.org/content/icniuhtli
toconmattiyezque	mati			VERB		_						_									_
quiyocoli		yocolia			VERB		_						_									https://nahuatl.wired-humanities.org/content/yocolia
conitotihui		ihtoa			VERB		_						_									_
ontlatlazazque		tlatlaza		VERB		_						_									https://nahuatl.wired-humanities.org/content/tlatlaza
tetlacuicuilique	tetlacuicuiliqui	NOUN		_						Root=tlacuicuilia							_
tetlanamohuelique	tetlanamohueliqui	NOUN		_						_									_
cocolizcuizque		cocolizcui		VERB		_						Incorp[obj]=cocoliz|Gloss=se.enfermarán|Root=cui			https://nahuatl.wired-humanities.org/content/cocolizcui-0
tlahuiltequia		tlahuiltequi		VERB		_						Gloss=atravesa								https://nahuatl.wired-humanities.org/content/tlahuiltequi
ellapanqui		ellapanqui		NOUN		_						Split=el·lapanqui							_
elchiquiuhtlapanqui	elchiquiuhtlapanqui	NOUN		_						Split=elchiquiuh·tlapanqui						_
acahuatimaniz		acahuatimani		VERB		_						Split=acahua·timaniz							_
oquitenehuili		tenehuilia		VERB		_						Gloss=lo.promete							_
tachcauhchiuhtiuh	tachcauhchihua		VERB		_						Incorp[obj]=tachcauh|Root=chihua					_
quimocemmacatoque	cemmaca			VERB		_						Gloss=se.resigna							_
tezzo			ezzo			NOUN		_						_									https://nahuatl.wired-humanities.org/content/ezzo
ontlamamauhtico		mamauhtia		VERB		_						_									https://nahuatl.wired-humanities.org/content/mamauhtia
tlacuicuilotihui	cuicuiloa		VERB		_						_									_
tixtecocoyocpol		ixtecocoyocpol		NOUN		_						_									https://nahuatl.wired-humanities.org/content/ixcocoyoc
titlamahuicoz		mahuizoa		VERB		_						_									https://nahuatl.wired-humanities.org/content/mahuizoa
nenonotzale		nenonotzalli		NOUN		_						_									_
xonye			cah			VERB		_						_									_
motlacayocoya		tlacayocoya		VERB		_						Incorp[obj]=tlaca|Root=yocoya						https://nahuatl.wired-humanities.org/content/yocoya
chachapantiuh		chachapani		VERB		_						_									_
chiche			chichitl		NOUN		_						_									_
ixtecuicuilpol		ixtecuicuilpol		NOUN		_						_									_
technelotoque		neloa			VERB		_						_									https://nahuatl.wired-humanities.org/content/neloa
tehtentiuh		tetemi			VERB		_						_									_
iyel			yelli			NOUN		_						_									_
tetechaqui		tetechacqui		NOUN		_						_									_
ommimictoc		mimiqui		VERB		_						Root=miqui								_
techcauhtihui		cauhtia			VERB		_						_									https://nahuatl.wired-humanities.org/content/cauhtia
tecuyoa			tecuyoa			VERB		_						_									https://nahuatl.wired-humanities.org/content/tecuyoa
otlamahuizmamanca	mahuizmama		VERB		_						_									_
xitlamatpolotiuh	tlamat			VERB		_						Split=xitlamat·polotiuh							_
onmocenmololohua	mololo			VERB		_						Incorp[adv]=cen								_
onmocemololoa		mololo			VERB		_						Incorp[adv]=cen								_
ontlamamauhtico		mamauhtia		VERB		_						_									_
onhuiya			ya			VERB		_						Gloss=van								_
yauh			ya			VERB		_						_									_
niyaz			ya			VERB		_						Gloss=iré								_
yaz			ya			VERB		_						Gloss=irá								_
yaznequi		ya			VERB		_						Gloss=quiere.ir|Aux=nequi						_
tiyaz			ya			VERB		_						Gloss=irás								_
pepeyocatiuh		pepeyoca		VERB		_						_									_
timotezcahuico		tezcahuia		VERB		_						_									https://nahuatl.wired-humanities.org/content/tezcahuia
timamoxhuico		amoxhuia		VERB		_						_									_
tictlapiyelia		pialia			VERB		_						_									https://nahuatl.wired-humanities.org/content/pialia
tlanehuan		nehuan			NOUN		NounType=Relat						_								_
nacazpapatlactic	nacazpapatlactic	ADJ		_						AltPos=VERB|Split=nacaz·papatlactic					_
tentipontic		tentipontic		ADJ		_						AltPos=VERB|Split=ten·tipontic						_
tentetepontic		tentetepontic		ADJ		_						AltPos=VERB|Split=ten·tetepontic					_
eliztac			eliztac			ADJ		_						Gloss=ser.blanco|Split=el·iztac|Root=el					_
cuitlapiltetepontic	cuitlapiltetepontic	ADJ		_						AltPos=VERB|Split=cuitla·pil·tetepontic					_
mopohuatihui		pohua			VERB		_						_									_
manenenticalaqui	manenemi		VERB		_						Aux=calaqui|Incorp[adv]=ma|entra.a.cuatro.patas				_
caaxitia		axitia			VERB		_						_									https://nahuatl.wired-humanities.org/content/axitia
caamana			amana			VERB		_						_									https://nahuatl.wired-humanities.org/content/amana-0
ticualalcahuique	cahuia			VERB		_						_									https://nahuatl.wired-humanities.org/content/cahuia
ticuallalotique		tlalotia		VERB		_						_									_
temiquitlanini		miquitlani		VERB		_						_									https://nahuatl.wired-humanities.org/content/miquitlani
atetloc			atetloc			NOUN		_						Locative=Yes|Split=ate·tloc						_
tehueyiyecoani		hueyiyecoani		NOUN		_						Split=tehueyi·yecoani|Root=yecoa					_
tlaquechpilihui		quechpilihui		VERB		_						Split=tla·quech·pilihui|Incorp[obj]=quech				_
tepoloani		poloa			VERB		_						AltPOS=NOUN								_
monechicoa		nechicoa		VERB		_						Gloss=se.junta								https://nahuatl.wired-humanities.org/content/nechicoa
mocacanahua		cacanahua		VERB		_						Gloss=se.adelgaza.mucho							_
nonoma			nonoma			PRON		_						Gloss=yo.mismo								_
tetzauhittoya		tetzauhitta		VERB		_						Incorp[obj]=tetzauh|Root=itta						_
motetzahuiani		motetzahuiani		NOUN		_						_									_
motetzahui		motetzahui		NOUN		_						AltPOS=VERB			_
ohuellallimictimotecac	tlallimictimoteca	VERB		_						Split=o·huel·lalli·mictimotecac						https://nahuatl.wired-humanities.org/content/tlalli-mictimoteca
onmocuaayohuia		_			VERB		_						_									_
onmocuaahaiohui		_			VERB		_						_									_
#camo			cah			VERB		_						Split=ca·amo								_
camo			camo			SCONJ		_						Split=ca·amo								_
yamo			yamo			ADV		_						Split=ye·amo								_
macuel			macuel			ADV		_						Split=ma·cuel								_	
macuele			macuel			ADV		_						Split=ma·cuele								_
acanozomo		acanozomo		ADV		_						_									_
#
quihualmattiya		mati			VERB		_						_									_
inteancauh		teancatl		VERB		_						_			_
intenotzcauh		tenotzcatl		VERB		_						_			_
ihilpitica		ihilpia			VERB		_						_									_
itlamatia		_			VERB		_						_									_		
yehuatoc		yehuatoc		ADJ		_						AltPOS=VERB			_
xoconmococohui		_			VERB		_						_			_
ahquimamatcahua		ahquimamatcahua		ADJ		_						_			_
icatiuh			_			VERB		_						_			_
icaz			_			VERB		_						_			_
yaque			ya			VERB		_						_			_
momania			_			VERB		_						_			_
quitlalochana		_			VERB		_						Root=tlaloch								_
tlahualania		tlahuilana		VERB		_						_									https://nahuatl.wired-humanities.org/content/tlahuilana
tlatolihui		_			VERB		_						_									_
tecciztli		tecciztli		NOUN		_						Gloss=caracol								_					
choca			choca			VERB		_						Gloss=llora								_
teteoye			teotl			NOUN		Clitic=Voc					Gloss=o.dioses								_
Nanahuatze		Nanahuatzin		PROPN		Clitic=Voc					_									_
xaltocameca		xaltocamecatl		NOUN		_						_									_
quiyahuitl		quiyahuitl		NOUN		_						Gloss=lluvia								_
tletl			tletl			NOUN		_						Gloss=fuego								_
tlayeyecoz		yeyecoa			VERB		_						Gloss=intentará.algo							_
tlaihiyocuitia 		ihiyocuitia 		VERB		_						_									_
mihitoa			ihitoa			VERB		_						_									_
maaquia			aaquia			VERB		_						_									_
intahuan		_			NOUN		_						Gloss=sus.padres							_
toximmolpiya		toximmolpiya		VERB		_						Split=toxi·mmolpiya							_
teixtlileuh		ixtlilehua		VERB		_						_									https://nahuatl.wired-humanities.org/content/ixtlilehua
fin			fin			NOUN		Foreign=Yes					_									_
libro			libro			NOUN		Foreign=Yes					_									_
noveno			noveno			ADJ		Foreign=Yes					_									_
el			el			DET		Foreign=Yes					_									_
